Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,Threat Level,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Orc Keep of Calantha,Rogue,4,Fighter,4,Fighter,5,Mage,3,Wolves,Orcs,Orcs,Wolves,Cursed Altar,Cursed Altar,Orc Shaman,,,,,,4.0,7,7,1,,2,9,5,0,0,0,1,3,3,0,0,0,0,0,0,1,4,4,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Orc Fort of Lemarchand,Ranger,1,Cleric,3,Mage,2,Druid,2,Orcs,Snake Pit,Wolves,Orc Shaman,,,,,,,,,2.25,4,4,1,,0,0,0,1,1,1,1,2,2,1,3,3,1,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Orc Citadel of Calantha,Mage,6,Ranger,7,Druid,7,Cleric,6,Boulder Trap,Orcs,Boulder Trap,Wolves,Boulder Trap,Orcs,Orc Shaman,Orcs,Wolves,Orc Warlord,,,6.25,10,9,0,Orc Warlord,0,0,0,1,7,7,1,6,6,1,6,6,1,7,7,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
Timeless Treasure of Cheliax,Cleric,2,Mage,2,Cleric,2,Fighter,3,Riddle Door,Lever Puzzle Room,Lever Puzzle Room,Riddle Door,Wolves,,,,,,,,2.5,5,5,1,,1,3,3,0,0,0,1,2,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Ancient Tomb of Icemarch,Ranger,3,Fighter,1,Rogue,3,Druid,3,Poison Needle Trap,Skeletons,Lich,,,,,,,,,,2.5,3,2,0,Lich,1,1,1,1,3,3,0,0,0,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Undead Mausoleum of Stonefell Peak,Cleric,6,Mage,5,Fighter,5,Rogue,4,Skeletons,Zombies,Poison Needle Trap,Poison Needle Trap,Ghosts,Lich,,,,,,,4.25,6,6,1,,1,5,5,0,0,0,1,5,5,1,6,6,0,0,0,1,4,4,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2
Undead City of Sintharion,Rogue,4,Druid,2,Fighter,3,Mage,3,Skeletons,Skeletons,Cursed Altar,Ghosts,Ghosts,Cursed Altar,Zombies,,,,,,3.75,7,3,0,Ghosts,1,3,3,0,0,0,1,3,3,0,0,0,1,2,2,1,4,4,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0
Undead Pyramid of Stonefell Peak,Ranger,3,Ranger,2,Druid,4,Cleric,4,Boulder Trap,Ghosts,Skeletons,Boulder Trap,Skeletons,Ghosts,,,,,,,3.25,6,5,0,Ghosts,0,0,0,2,5,3,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0
Undead Ziggurat of Stonefell Peak,Fighter,5,Druid,5,Fighter,6,Druid,4,Ghosts,Cursed Altar,Zombies,Zombies,Cursed Altar,Skeletons,Cursed Altar,Zombies,Zombies,Skeletons,,,5.0,10,7,0,Zombies,2,11,6,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,3,0,0
Orc Tower of Stormwind,Druid,5,Rogue,7,Fighter,6,Cleric,5,Orc Shaman,Boulder Trap,Boulder Trap,Orc Shaman,Wolves,Boulder Trap,Orc Shaman,Wolves,Orc Warlord,,,,6.25,9,9,1,,1,6,6,0,0,0,0,0,0,1,5,5,1,5,5,1,7,7,0,0,2,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0
Nightmare Maw of Cheliax,Mage,4,Druid,4,Rogue,7,Fighter,3,Goblins,Cursed Altar,Wolves,Goblins,Dragon,,,,,,,,4.15,5,4,0,Dragon,1,3,3,0,0,0,1,4,4,0,0,0,1,4,4,1,7,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Abandoned Treasure of Riverfell,Cleric,3,Rogue,4,Rogue,5,Mage,3,Zombies,Skeletons,Snake Pit,Zombies,Snake Pit,Lever Puzzle Room,Cursed Altar,Snake Pit,,,,,3.75,8,8,1,,0,0,0,0,0,0,1,3,3,1,3,3,0,0,0,2,9,5,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,3,0
Nightmare Den of Azmar,Ranger,5,Mage,4,Rogue,3,Rogue,4,Snake Pit,Skeletons,Zombies,Dragon,,,,,,,,,3.75,4,3,0,Dragon,0,0,0,1,5,5,1,4,4,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
Timeless Dungeon of Icemarch,Rogue,4,Fighter,3,Druid,5,Cleric,4,Riddle Door,Poison Needle Trap,Zombies,Riddle Door,Basilisk,Lever Puzzle Room,,,,,,,3.5,6,6,1,,1,3,3,0,0,0,0,0,0,1,4,4,1,5,5,1,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1
Dread Lair of Stormwind,Ranger,5,Druid,4,Rogue,5,Cleric,3,Wolves,Riddle Door,Lever Puzzle Room,Snake Pit,Dragon,,,,,,,,4.5,5,5,1,,0,0,0,1,5,5,0,0,0,1,3,3,1,4,4,1,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Goblin Fort of Sintharion,Fighter,3,Cleric,3,Rogue,4,Ranger,4,Boulder Trap,Goblins,Boulder Trap,Goblins,Goblins,Boulder Trap,Goblins,Goblins,Goblins,Goblin Chieftain,,,3.95,10,10,1,,1,3,3,1,4,4,0,0,0,1,3,3,0,0,0,1,4,4,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Orc Keep of Sintharion,Fighter,3,Rogue,7,Mage,3,Cleric,3,Snake Pit,Orcs,Orcs,Orc Shaman,Snake Pit,Orc Warlord,,,,,,,3.75,6,6,1,,1,3,3,0,0,0,1,3,3,1,3,3,0,0,0,1,7,7,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0
Night Goblin Town of Azmar,Cleric,2,Fighter,2,Druid,3,Rogue,3,Ghosts,Goblins,Goblins,Boulder Trap,Boulder Trap,Goblin Chieftain,,,,,,,2.9,6,4,0,Boulder Trap,1,2,2,0,0,0,0,0,0,1,2,2,1,3,3,1,3,3,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Timeless Dungeon of Cheliax,Fighter,3,Mage,3,Druid,3,Druid,4,Wolves,Cursed Altar,Cursed Altar,Snake Pit,Riddle Door,Boulder Trap,Poison Needle Trap,,,,,,3.5,7,7,1,,1,3,3,0,0,0,1,3,3,0,0,0,2,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1
Orc Town of Darkflight Pass,Ranger,5,Cleric,5,Ranger,7,Druid,4,Orcs,Snake Pit,Orcs,Orcs,Orcs,Snake Pit,Snake Pit,Wolves,Orcs,Orc Shaman,,,5.25,10,8,0,Orcs,0,0,0,2,12,7,0,0,0,1,5,5,1,4,4,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0
Ancient Den of Calantha,Cleric,4,Druid,2,Mage,2,Cleric,3,Poison Needle Trap,Orcs,Dragon,,,,,,,,,,3.25,3,2,0,Dragon,0,0,0,0,0,0,1,2,2,2,7,4,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lost Treasure of Riverfell,Druid,2,Ranger,3,Mage,3,Rogue,5,Boulder Trap,Snake Pit,Goblins,Skeletons,Cursed Altar,Goblins,Cursed Altar,Riddle Door,,,,,3.4000000000000004,8,5,0,Goblins,0,0,0,1,3,3,1,3,3,0,0,0,1,2,2,1,5,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0
Abandoned Dungeon of Azmar,Fighter,4,Ranger,2,Druid,4,Cleric,5,Goblins,Cursed Altar,Riddle Door,Wolves,Goblins,Poison Needle Trap,Basilisk,,,,,,3.9000000000000004,7,7,1,,1,4,4,1,2,2,0,0,0,1,5,5,1,4,4,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Dread Lair of Calantha,Ranger,3,Cleric,3,Rogue,3,Fighter,3,Orcs,Boulder Trap,Dragon,,,,,,,,,,3.25,3,3,1,,1,3,3,1,3,3,0,0,0,1,3,3,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Lost Temple of Limeneth,Cleric,3,Mage,2,Cleric,4,Fighter,2,Riddle Door,Riddle Door,Riddle Door,Snake Pit,Basilisk,,,,,,,,3.0,5,4,0,Basilisk,1,2,2,0,0,0,1,2,2,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0
Mountain Goblin Tower of Khaz-Gorond,Druid,2,Rogue,4,Mage,1,Ranger,2,Goblins,Snake Pit,Goblins,Goblin Chieftain,,,,,,,,,1.65,4,4,1,,0,0,0,1,2,2,1,1,1,0,0,0,1,2,2,1,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Orc Keep of Sintharion,Rogue,3,Cleric,3,Cleric,1,Mage,2,Boulder Trap,Orcs,Orcs,Orc Shaman,,,,,,,,,2.0,4,2,0,Orcs,0,0,0,0,0,0,1,2,2,2,4,3,0,0,0,1,3,3,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Old Den of Stormwind,Rogue,5,Ranger,4,Mage,5,Druid,6,Cursed Altar,Zombies,Lever Puzzle Room,Poison Needle Trap,Skeletons,Skeletons,Dragon,,,,,,5.25,7,6,0,Dragon,0,0,0,1,4,4,1,5,5,0,0,0,1,6,6,1,5,5,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,1
Abandoned Temple of Sintharion,Ranger,2,Ranger,1,Rogue,2,Cleric,2,Goblins,Poison Needle Trap,Cursed Altar,,,,,,,,,,1.075,3,3,1,,0,0,0,2,3,2,0,0,0,1,2,2,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ancient Cave of Galoron,Fighter,2,Mage,2,Ranger,4,Druid,3,Zombies,Poison Needle Trap,Boulder Trap,Poison Needle Trap,Lich,,,,,,,,3.5,5,5,1,,1,2,2,1,4,4,1,2,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2
Orc Tower of Cheliax,Ranger,2,Fighter,2,Cleric,2,Rogue,4,Snake Pit,Orcs,Orc Shaman,,,,,,,,,,1.5,3,3,1,,1,2,2,1,2,2,0,0,0,1,2,2,0,0,0,1,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Forgotten Treasure of Limeneth,Ranger,2,Mage,3,Cleric,3,Ranger,3,Snake Pit,Snake Pit,Ghosts,Lever Puzzle Room,Lever Puzzle Room,,,,,,,,2.5,5,5,1,,0,0,0,2,5,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0
Timeless Dungeon of Khaz-Gorond,Fighter,2,Rogue,3,Druid,2,Mage,1,Poison Needle Trap,Zombies,Lever Puzzle Room,,,,,,,,,,1.25,3,3,1,,1,2,2,0,0,0,1,1,1,0,0,0,1,2,2,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Sunken Cave of Sintharion,Mage,3,Mage,2,Cleric,3,Rogue,3,Orcs,Wolves,Riddle Door,Poison Needle Trap,Orcs,Basilisk,,,,,,,3.75,6,5,0,Basilisk,0,0,0,0,0,0,2,5,3,1,3,3,0,0,0,1,3,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Nightmare Maw of Limeneth,Ranger,6,Mage,4,Fighter,4,Druid,3,Orcs,Poison Needle Trap,Boulder Trap,Riddle Door,Dragon,,,,,,,,4.25,5,5,1,,1,4,4,1,6,6,1,4,4,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Dread Den of Galoron,Fighter,7,Mage,5,Ranger,5,Cleric,4,Wolves,Wolves,Boulder Trap,Lever Puzzle Room,Wolves,Dragon,,,,,,,5.5,6,6,1,,1,7,7,1,5,5,1,5,5,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Timeless Treasure of Sintharion,Druid,5,Cleric,4,Druid,5,Fighter,4,Skeletons,Boulder Trap,Riddle Door,Snake Pit,Skeletons,Skeletons,Boulder Trap,Ghosts,Riddle Door,,,,4.5,9,9,1,,1,4,4,0,0,0,0,0,0,1,4,4,2,10,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,2,0,1,0
Forgotten Treasure of Lemarchand,Fighter,3,Cleric,4,Cleric,4,Rogue,5,Cursed Altar,Zombies,Riddle Door,Riddle Door,Zombies,Ghosts,Riddle Door,Boulder Trap,,,,,4.0,8,8,1,,1,3,3,0,0,0,0,0,0,2,8,4,0,0,0,1,5,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,1,0,0
Orc Town of Lakeshore,Ranger,2,Cleric,4,Fighter,2,Rogue,4,Snake Pit,Orcs,Orcs,Snake Pit,Orcs,Orc Shaman,,,,,,,3.0,6,6,1,,1,2,2,1,2,2,0,0,0,1,4,4,0,0,0,1,4,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Forgotten Treasure of Calantha,Cleric,3,Druid,2,Ranger,2,Rogue,3,Ghosts,Riddle Door,Boulder Trap,Ghosts,Cursed Altar,Poison Needle Trap,,,,,,,3.25,6,6,1,,0,0,0,1,2,2,0,0,0,1,3,3,1,2,2,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1
Old Maw of Sintharion,Mage,2,Fighter,4,Cleric,1,Ranger,1,Boulder Trap,Zombies,Snake Pit,Basilisk,,,,,,,,,2.5,4,4,1,,1,4,4,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Dread Lair of Galoron,Rogue,4,Fighter,3,Mage,4,Cleric,4,Poison Needle Trap,Orcs,Wolves,Wolves,Basilisk,,,,,,,,3.5,5,5,1,,1,3,3,0,0,0,1,4,4,1,4,4,0,0,0,1,4,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Abandoned Treasure of Lakeshore,Mage,5,Cleric,3,Rogue,4,Ranger,5,Skeletons,Boulder Trap,Wolves,Ghosts,Snake Pit,Snake Pit,Lever Puzzle Room,Zombies,,,,,4.25,8,8,1,,0,0,0,1,5,5,1,5,5,1,3,3,0,0,0,1,4,4,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,2,0
Forgotten Dungeon of Galoron,Ranger,4,Cleric,5,Ranger,5,Rogue,5,Ghosts,Skeletons,Snake Pit,Cursed Altar,Poison Needle Trap,Snake Pit,Snake Pit,Ghosts,,,,,4.25,8,8,1,,0,0,0,2,9,5,0,0,0,1,5,5,0,0,0,1,5,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,1
Old Lair of Lemarchand,Mage,5,Druid,5,Cleric,4,Rogue,5,Lever Puzzle Room,Boulder Trap,Orcs,Wolves,Dragon,,,,,,,,4.5,5,4,0,Dragon,0,0,0,0,0,0,1,5,5,1,4,4,1,5,5,1,5,5,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Forgotten Temple of Khaz-Gorond,Cleric,3,Mage,1,Fighter,2,Ranger,2,Boulder Trap,Poison Needle Trap,Zombies,Boulder Trap,Snake Pit,Riddle Door,,,,,,,2.75,6,5,0,Riddle Door,1,2,2,1,2,2,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1
Orc Town of Lemarchand,Ranger,5,Ranger,4,Fighter,3,Rogue,3,Orcs,Cursed Altar,Orcs,Orcs,Cursed Altar,Orc Warlord,,,,,,,3.5,6,6,1,,1,3,3,2,9,5,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Dread Cave of Khaz-Gorond,Cleric,4,Druid,3,Rogue,2,Rogue,2,Riddle Door,Wolves,Basilisk,,,,,,,,,,2.25,3,3,1,,0,0,0,0,0,0,0,0,0,1,4,4,1,3,3,2,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Undead Keep of Calantha,Ranger,3,Rogue,4,Cleric,5,Rogue,6,Ghosts,Skeletons,Poison Needle Trap,Poison Needle Trap,Zombies,Ghosts,Skeletons,,,,,,3.75,7,7,1,,0,0,0,1,3,3,0,0,0,1,5,5,0,0,0,2,10,6,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2
Orc Camp of Cheliax,Cleric,6,Ranger,4,Mage,4,Druid,4,Orcs,Orcs,Orcs,Snake Pit,Orc Shaman,Snake Pit,Orc Warlord,,,,,,4.25,7,4,0,Orc Shaman,0,0,0,1,4,4,1,4,4,1,6,6,1,4,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0
Lost Dungeon of Calantha,Fighter,5,Ranger,5,Fighter,4,Mage,5,Skeletons,Zombies,Snake Pit,Goblins,Cursed Altar,Wolves,Poison Needle Trap,Cursed Altar,Lever Puzzle Room,,,,4.325,9,9,1,,2,9,5,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,1,1
Sunken Den of Calantha,Druid,4,Ranger,4,Cleric,3,Druid,5,Skeletons,Skeletons,Zombies,Cursed Altar,Dragon,,,,,,,,4.25,5,5,1,,0,0,0,1,4,4,0,0,0,1,3,3,2,9,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0
Orc Fort of Almadris,Fighter,5,Fighter,5,Ranger,5,Druid,6,Orcs,Orcs,Boulder Trap,Boulder Trap,Orcs,Wolves,Boulder Trap,Wolves,Orcs,Orc Warlord,,,6.0,10,10,1,,2,10,5,1,5,5,0,0,0,0,0,0,1,6,6,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0
Sunken Lair of Lemarchand,Fighter,2,Mage,1,Cleric,2,Druid,4,Skeletons,Lever Puzzle Room,Cursed Altar,Basilisk,,,,,,,,,2.5,4,4,1,,1,2,2,0,0,0,1,1,1,1,2,2,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Goblin Tower of Riverfell,Cleric,3,Ranger,5,Fighter,4,Druid,5,Poison Needle Trap,Goblins,Poison Needle Trap,Goblins,Poison Needle Trap,Goblins,Goblins,Poison Needle Trap,Goblins,Goblins,Goblins,Goblin Chieftain,4.775,12,10,0,Goblins,1,4,4,1,5,5,0,0,0,1,3,3,1,5,5,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Orc Fort of Calantha,Mage,6,Ranger,3,Mage,5,Druid,4,Orcs,Wolves,Snake Pit,Snake Pit,Snake Pit,Orcs,Orcs,Orcs,Orcs,,,,4.5,9,9,1,,0,0,0,1,3,3,2,11,6,0,0,0,1,4,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Old Maw of Stonefell Peak,Fighter,3,Rogue,4,Cleric,2,Fighter,4,Boulder Trap,Snake Pit,Zombies,Dragon,,,,,,,,,3.75,4,3,0,Dragon,2,7,4,0,0,0,0,0,0,1,2,2,0,0,0,1,4,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
Forgotten Temple of Khaz-Gorond,Mage,3,Rogue,3,Cleric,3,Druid,4,Boulder Trap,Lever Puzzle Room,Poison Needle Trap,Skeletons,Skeletons,Ghosts,Ghosts,,,,,,3.75,7,6,0,Ghosts,0,0,0,0,0,0,1,3,3,1,3,3,1,4,4,1,3,3,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,1
Abandoned Dungeon of Stonefell Peak,Mage,6,Cleric,4,Ranger,4,Fighter,5,Wolves,Skeletons,Lever Puzzle Room,Wolves,Wolves,Cursed Altar,Lever Puzzle Room,Riddle Door,,,,,4.5,8,8,1,,1,5,5,1,4,4,1,6,6,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0
Undead Sepulcher of Darkflight Pass,Rogue,5,Mage,2,Rogue,5,Mage,3,Skeletons,Ghosts,Boulder Trap,Zombies,Boulder Trap,Ghosts,,,,,,,3.25,6,6,1,,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,2,10,5,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0
Lost Dungeon of Lakeshore,Fighter,1,Druid,1,Druid,2,Rogue,3,Boulder Trap,Snake Pit,Skeletons,Snake Pit,Skeletons,,,,,,,,2.25,5,5,1,,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0
Lost Temple of Darkflight Pass,Cleric,1,Fighter,1,Ranger,1,Fighter,1,Poison Needle Trap,Poison Needle Trap,Skeletons,,,,,,,,,,1.25,3,3,1,,2,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Lost Temple of Stonefell Peak,Rogue,3,Druid,1,Ranger,2,Mage,1,Poison Needle Trap,Ghosts,Riddle Door,,,,,,,,,,1.5,3,3,1,,0,0,0,1,2,2,1,1,1,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Forgotten Treasure of Sintharion,Ranger,1,Fighter,3,Rogue,5,Mage,2,Boulder Trap,Poison Needle Trap,Lever Puzzle Room,Skeletons,Boulder Trap,,,,,,,,2.25,5,5,1,,1,3,3,1,1,1,1,2,2,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1
Lost Treasure of Cheliax,Druid,3,Mage,2,Cleric,3,Ranger,4,Zombies,Cursed Altar,Poison Needle Trap,Boulder Trap,Wolves,Snake Pit,,,,,,,3.0,6,6,1,,0,0,0,1,4,4,1,2,2,1,3,3,1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
Forgotten Temple of Icemarch,Mage,4,Mage,3,Rogue,4,Fighter,3,Zombies,Skeletons,Ghosts,Boulder Trap,Skeletons,Poison Needle Trap,,,,,,,3.0,6,6,1,,1,3,3,0,0,0,2,7,4,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1
Abandoned Dungeon of Calantha,Cleric,3,Mage,3,Fighter,5,Rogue,4,Zombies,Skeletons,Zombies,Zombies,Cursed Altar,Snake Pit,Poison Needle Trap,Poison Needle Trap,Cursed Altar,,,,4.25,9,9,1,,1,5,5,0,0,0,1,3,3,1,3,3,0,0,0,1,4,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,1,2
Undead City of Khaz-Gorond,Mage,5,Druid,4,Rogue,4,Cleric,3,Skeletons,Skeletons,Zombies,Poison Needle Trap,Poison Needle Trap,Skeletons,Ghosts,,,,,,3.5,7,7,1,,0,0,0,0,0,0,1,5,5,1,3,3,1,4,4,1,4,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2
Dread Lair of Sintharion,Fighter,4,Fighter,4,Mage,4,Cleric,4,Snake Pit,Zombies,Riddle Door,Zombies,Poison Needle Trap,Basilisk,,,,,,,3.5,6,6,1,,2,8,4,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1
Sunken Lair of Cheliax,Rogue,4,Druid,5,Ranger,3,Druid,4,Cursed Altar,Snake Pit,Skeletons,Skeletons,Poison Needle Trap,Lich,,,,,,,4.0,6,6,1,,0,0,0,1,3,3,0,0,0,0,0,0,2,9,5,1,4,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1
Timeless Dungeon of Galoron,Ranger,4,Rogue,3,Ranger,3,Druid,3,Boulder Trap,Skeletons,Snake Pit,Zombies,Lever Puzzle Room,Riddle Door,Lever Puzzle Room,,,,,,3.25,7,7,1,,0,0,0,2,7,4,0,0,0,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,1,0
Timeless Temple of Lakeshore,Mage,2,Cleric,4,Cleric,4,Fighter,2,Riddle Door,Lever Puzzle Room,Riddle Door,Basilisk,,,,,,,,,2.5,4,4,1,,1,2,2,0,0,0,1,2,2,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
Undead Mausoleum of Icemarch,Cleric,5,Ranger,5,Rogue,5,Mage,5,Zombies,Poison Needle Trap,Ghosts,Zombies,Poison Needle Trap,Skeletons,Poison Needle Trap,Skeletons,Skeletons,Ghosts,,,5.25,10,10,1,,0,0,0,1,5,5,1,5,5,1,5,5,0,0,0,1,5,5,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,3
Dread Den of Limeneth,Druid,4,Ranger,3,Fighter,2,Ranger,3,Poison Needle Trap,Goblins,Poison Needle Trap,Cursed Altar,Goblins,Basilisk,,,,,,,3.15,6,6,1,,1,2,2,2,6,3,0,0,0,0,0,0,1,4,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
Nightmare Tomb of Almadris,Fighter,3,Ranger,4,Cleric,4,Ranger,4,Snake Pit,Zombies,Lever Puzzle Room,Zombies,Riddle Door,Lich,,,,,,,4.0,6,6,1,,1,3,3,2,8,4,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0
Night Goblin Tunnels of Cheliax,Rogue,6,Ranger,4,Ranger,4,Druid,6,Ghosts,Goblins,Boulder Trap,Goblins,Goblins,Boulder Trap,Goblins,Boulder Trap,Goblins,Goblins,Boulder Trap,Goblin Chieftain,5.2,12,7,0,Boulder Trap,0,0,0,2,8,4,0,0,0,0,0,0,1,6,6,1,6,6,6,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
