Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Undead City of Almadris,Fighter,2,Ranger,3,Cleric,4,Mage,3,Cursed Altar,Zombies,Zombies,Skeletons,Cursed Altar,Skeletons,Skeletons,,,,,,7,7,1,,1,2,2,1,3,3,1,3,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0
Forgotten Treasure of Darkflight Pass,Rogue,4,Cleric,4,Cleric,4,Rogue,4,Lever Puzzle Room,Wolves,Boulder Trap,Wolves,Basilisk,Riddle Door,Zombies,,,,,,7,7,1,,0,0,0,0,0,0,0,0,0,2,8,4,0,0,0,2,8,4,0,0,2,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
Ancient Den of Icemarch,Cleric,4,Ranger,5,Druid,5,Mage,4,Orcs,Wolves,Cursed Altar,Boulder Trap,Dragon,,,,,,,,5,4,0,Dragon,0,0,0,1,5,5,1,4,4,1,4,4,1,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Abandoned Temple of Khaz-Gorond,Druid,4,Cleric,3,Mage,6,Ranger,3,Cursed Altar,Snake Pit,Skeletons,Snake Pit,Poison Needle Trap,Ghosts,Riddle Door,Zombies,Poison Needle Trap,,,,9,9,1,,0,0,0,1,3,3,1,6,6,1,3,3,1,4,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,2
Orc Fort of Limeneth,Fighter,4,Cleric,5,Fighter,4,Rogue,6,Orcs,Wolves,Orcs,Snake Pit,Snake Pit,Orc Shaman,Unknown,,,,,,7,5,0,Orc Shaman,2,8,4,0,0,0,0,0,0,1,5,5,0,0,0,1,6,6,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0
Old Lair of Riverfell,Mage,4,Rogue,6,Druid,4,Ranger,3,Lever Puzzle Room,Wolves,Wolves,Wolves,Cursed Altar,Basilisk,,,,,,,6,6,1,,0,0,0,1,3,3,1,4,4,0,0,0,1,4,4,1,6,6,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Sunken Lair of Stonefell Peak,Druid,4,Cleric,4,Druid,4,Fighter,4,Snake Pit,Skeletons,Snake Pit,Skeletons,Skeletons,Lich,,,,,,,6,6,1,,1,4,4,0,0,0,0,0,0,1,4,4,2,8,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0
Infernal Cave of Calantha,Ranger,3,Mage,2,Fighter,2,Rogue,3,Riddle Door,Skeletons,Skeletons,Lich,,,,,,,,,4,4,1,,1,2,2,1,3,3,1,2,2,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
Goblin Tunnels of Calantha,Cleric,2,Mage,2,Ranger,2,Druid,1,Goblins,Goblins,Goblins,Boulder Trap,Boulder Trap,Goblins,Unknown,,,,,,7,5,0,Goblins,0,0,0,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Dread Den of Stonefell Peak,Mage,4,Mage,2,Ranger,4,Fighter,3,Cursed Altar,Cursed Altar,Snake Pit,Goblins,Goblins,Basilisk,,,,,,,6,6,1,,1,3,3,1,4,4,2,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
Orc Fort of Stormwind,Cleric,5,Mage,4,Fighter,4,Cleric,4,Orcs,Snake Pit,Wolves,Wolves,Snake Pit,Orcs,Orc Shaman,,,,,,7,7,1,,1,4,4,0,0,0,1,4,4,2,9,5,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Forgotten Temple of Limeneth,Ranger,3,Fighter,2,Rogue,5,Rogue,6,Riddle Door,Poison Needle Trap,Ghosts,Cursed Altar,Boulder Trap,Lever Puzzle Room,Zombies,,,,,,7,6,0,Zombies,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,2,11,6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
Timeless Treasure of Khaz-Gorond,Rogue,3,Druid,4,Cleric,2,Cleric,1,Skeletons,Lever Puzzle Room,Riddle Door,Unknown,Unknown,Unknown,,,,,,,6,2,0,Riddle Door,0,0,0,0,0,0,0,0,0,2,3,2,1,4,4,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0
Mountain Goblin Town of Icemarch,Fighter,3,Mage,4,Ranger,4,Fighter,2,Wolves,Goblins,Goblins,Boulder Trap,Boulder Trap,Wolves,Goblin Chieftain,,,,,,7,7,1,,2,5,3,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Undead Mausoleum of Lemarchand,Cleric,5,Fighter,5,Druid,5,Rogue,4,Zombies,Skeletons,Zombies,Cursed Altar,Skeletons,Cursed Altar,Zombies,Cursed Altar,Ghosts,,,,9,9,1,,1,5,5,0,0,0,0,0,0,1,5,5,1,5,5,1,4,4,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,3,0,0
Undead Ziggurat of Almadris,Fighter,4,Druid,4,Ranger,4,Fighter,5,Poison Needle Trap,Ghosts,Poison Needle Trap,Zombies,Unknown,Unknown,Unknown,,,,,,7,3,0,Zombies,2,9,5,1,4,4,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2
Lost Dungeon of Galoron,Mage,2,Druid,2,Mage,1,Druid,1,Boulder Trap,Goblins,Unknown,,,,,,,,,,3,1,0,Goblins,0,0,0,0,0,0,2,3,2,0,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Orc City of Calantha,Rogue,5,Druid,4,Ranger,5,Ranger,5,Orcs,Orcs,Wolves,Cursed Altar,Cursed Altar,Cursed Altar,Unknown,Unknown,Unknown,,,,9,5,0,Cursed Altar,0,0,0,2,10,5,0,0,0,0,0,0,1,4,4,1,5,5,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Sunken Tomb of Khaz-Gorond,Rogue,3,Ranger,3,Cleric,3,Mage,4,Lever Puzzle Room,Cursed Altar,Skeletons,Lever Puzzle Room,Lich,,,,,,,,5,5,1,,0,0,0,1,3,3,1,4,4,1,3,3,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0
Forgotten Temple of Cheliax,Cleric,4,Mage,4,Rogue,5,Fighter,4,Boulder Trap,Skeletons,Snake Pit,Ghosts,Basilisk,Ghosts,,,,,,,6,6,1,,1,4,4,0,0,0,1,4,4,1,4,4,0,0,0,1,5,5,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0
Abandoned Treasure of Galoron,Druid,4,Ranger,2,Mage,3,Rogue,3,Ghosts,Lever Puzzle Room,Orcs,Wolves,Boulder Trap,Unknown,,,,,,,6,4,0,Boulder Trap,0,0,0,1,2,2,1,3,3,0,0,0,1,4,4,1,3,3,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0
Forgotten Dungeon of Sintharion,Fighter,3,Ranger,4,Mage,4,Cleric,5,Snake Pit,Skeletons,Skeletons,Boulder Trap,Cursed Altar,Boulder Trap,Lever Puzzle Room,Wolves,Lever Puzzle Room,,,,9,9,1,,1,3,3,1,4,4,1,4,4,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,1,1,0
Ancient Cave of Galoron,Ranger,5,Cleric,4,Rogue,5,Cleric,4,Boulder Trap,Snake Pit,Skeletons,Zombies,Skeletons,Lich,,,,,,,6,6,1,,0,0,0,1,5,5,0,0,0,2,8,4,0,0,0,1,5,5,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0
Sunken Cave of Riverfell,Rogue,4,Ranger,3,Ranger,4,Cleric,4,Wolves,Snake Pit,Wolves,Wolves,Cursed Altar,Basilisk,,,,,,,6,6,1,,0,0,0,2,7,4,0,0,0,1,4,4,0,0,0,1,4,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Orc Town of Lemarchand,Mage,5,Druid,6,Fighter,6,Mage,6,Orcs,Wolves,Boulder Trap,Orcs,Wolves,Boulder Trap,Orcs,Orc Shaman,Boulder Trap,Orc Warlord,,,10,10,1,,1,6,6,0,0,0,2,11,6,0,0,0,1,6,6,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
Undead City of Icemarch,Mage,2,Fighter,3,Cleric,4,Mage,4,Cursed Altar,Zombies,Ghosts,Lich,,,,,,,,,4,4,1,,1,3,3,0,0,0,2,6,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
Goblin Tunnels of Calantha,Mage,2,Cleric,3,Rogue,3,Ranger,2,Goblins,Snake Pit,Goblins,Goblins,Snake Pit,Goblin Chieftain,,,,,,,6,6,1,,0,0,0,1,2,2,1,2,2,1,3,3,0,0,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lost Treasure of Limeneth,Cleric,3,Cleric,2,Fighter,2,Fighter,3,Boulder Trap,Lever Puzzle Room,Cursed Altar,Ghosts,Cursed Altar,Cursed Altar,,,,,,,6,6,1,,2,5,3,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0
Lost Temple of Lemarchand,Ranger,3,Fighter,3,Rogue,5,Fighter,3,Poison Needle Trap,Lever Puzzle Room,Lever Puzzle Room,Skeletons,Lever Puzzle Room,Basilisk,Unknown,,,,,,7,5,0,Basilisk,2,6,3,1,3,3,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1
Lost Treasure of Stormwind,Cleric,6,Fighter,6,Mage,5,Mage,5,Snake Pit,Cursed Altar,Dragon,Cursed Altar,Snake Pit,Unknown,Unknown,Unknown,,,,,8,4,0,Snake Pit,1,6,6,0,0,0,2,10,5,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,3,0
Forgotten Treasure of Khaz-Gorond,Ranger,4,Cleric,4,Mage,5,Fighter,2,Poison Needle Trap,Ghosts,Ghosts,Snake Pit,Zombies,Cursed Altar,Poison Needle Trap,,,,,,7,7,1,,1,2,2,1,4,4,1,5,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,2
Sunken Den of Cheliax,Cleric,3,Rogue,5,Fighter,2,Druid,2,Cursed Altar,Boulder Trap,Wolves,Basilisk,,,,,,,,,4,4,1,,1,2,2,0,0,0,0,0,0,1,3,3,1,2,2,1,5,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Black Orc Camp of Azmar,Druid,2,Mage,2,Cleric,2,Ranger,2,Poison Needle Trap,Orcs,Orcs,Unknown,,,,,,,,,4,2,0,Orcs,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Undead Mausoleum of Stonefell Peak,Mage,5,Fighter,4,Ranger,6,Fighter,4,Cursed Altar,Zombies,Skeletons,Skeletons,Cursed Altar,Cursed Altar,Skeletons,Zombies,Unknown,Unknown,,,10,7,0,Zombies,2,8,4,1,6,6,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,3,0,0
Ancient Lair of Darkflight Pass,Fighter,3,Mage,3,Ranger,6,Druid,4,Lever Puzzle Room,Boulder Trap,Lever Puzzle Room,Zombies,Dragon,,,,,,,,5,5,1,,1,3,3,1,6,6,1,3,3,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0
Dread Lair of Lakeshore,Druid,2,Cleric,3,Mage,2,Rogue,2,Zombies,Poison Needle Trap,Lich,,,,,,,,,,3,3,1,,0,0,0,0,0,0,1,2,2,1,3,3,1,2,2,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Forgotten Temple of Lemarchand,Cleric,4,Cleric,5,Fighter,4,Rogue,4,Poison Needle Trap,Skeletons,Skeletons,Orcs,Snake Pit,Cursed Altar,Riddle Door,Riddle Door,Riddle Door,,,,9,9,1,,1,4,4,0,0,0,0,0,0,2,9,5,0,0,0,1,4,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,1,1,1
Ancient Cave of Lakeshore,Cleric,5,Ranger,5,Mage,6,Rogue,6,Goblins,Wolves,Snake Pit,Riddle Door,Snake Pit,Wolves,Dragon,,,,,,7,6,0,Dragon,0,0,0,1,5,5,1,6,6,1,5,5,0,0,0,1,6,6,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
Lost Treasure of Almadris,Ranger,4,Druid,5,Rogue,4,Fighter,4,Zombies,Zombies,Snake Pit,Cursed Altar,Snake Pit,Poison Needle Trap,Skeletons,Zombies,,,,,8,7,0,Zombies,1,4,4,1,4,4,0,0,0,0,0,0,1,5,5,1,4,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,1
Sunken Cave of Almadris,Cleric,1,Rogue,3,Mage,1,Ranger,2,Skeletons,Riddle Door,Skeletons,Basilisk,,,,,,,,,4,4,1,,0,0,0,1,2,2,1,1,1,1,1,1,0,0,0,1,3,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
Old Lair of Almadris,Ranger,2,Druid,3,Fighter,4,Cleric,4,Goblins,Cursed Altar,Goblins,Wolves,Riddle Door,Basilisk,,,,,,,6,6,1,,1,4,4,1,2,2,0,0,0,1,4,4,1,3,3,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Nightmare Tomb of Galoron,Mage,5,Druid,3,Druid,5,Fighter,5,Riddle Door,Snake Pit,Zombies,Boulder Trap,Skeletons,Skeletons,Lich,,,,,,7,7,1,,1,5,5,0,0,0,1,5,5,0,0,0,2,8,5,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,1,0
Old Lair of Riverfell,Ranger,3,Cleric,3,Ranger,3,Mage,3,Wolves,Poison Needle Trap,Wolves,Unknown,,,,,,,,,4,2,0,Wolves,0,0,0,2,6,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Undead Sepulcher of Calantha,Cleric,2,Ranger,4,Druid,4,Rogue,4,Zombies,Boulder Trap,Skeletons,Lich,,,,,,,,,4,4,1,,0,0,0,1,4,4,0,0,0,1,2,2,1,4,4,1,4,4,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
Sunken Maw of Stonefell Peak,Fighter,4,Cleric,5,Cleric,3,Rogue,4,Riddle Door,Lever Puzzle Room,Skeletons,Zombies,Boulder Trap,Basilisk,,,,,,,6,6,1,,1,4,4,0,0,0,0,0,0,2,8,5,0,0,0,1,4,4,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
Sunken Den of Cheliax,Mage,3,Fighter,3,Cleric,2,Rogue,3,Skeletons,Skeletons,Lever Puzzle Room,Lich,,,,,,,,,4,4,1,,1,3,3,0,0,0,1,3,3,1,2,2,0,0,0,1,3,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
Dread Lair of Cheliax,Mage,4,Druid,4,Mage,4,Fighter,4,Riddle Door,Cursed Altar,Zombies,Skeletons,Cursed Altar,Lich,,,,,,,6,5,0,Lich,1,4,4,0,0,0,2,8,4,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0
Forgotten Treasure of Cheliax,Mage,2,Druid,3,Mage,2,Rogue,3,Ghosts,Zombies,Boulder Trap,Snake Pit,Riddle Door,Unknown,,,,,,,6,4,0,Riddle Door,0,0,0,0,0,0,2,4,2,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,1,0
Forgotten Treasure of Galoron,Mage,3,Cleric,3,Ranger,4,Fighter,3,Lever Puzzle Room,Lever Puzzle Room,Boulder Trap,Cursed Altar,Poison Needle Trap,Ghosts,,,,,,,6,6,1,,1,3,3,1,4,4,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1
Ancient Den of Riverfell,Rogue,4,Fighter,4,Ranger,3,Druid,3,Cursed Altar,Skeletons,Skeletons,Skeletons,Lich,,,,,,,,5,4,0,Lich,1,4,4,1,3,3,0,0,0,0,0,0,1,3,3,1,4,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0
Orc Keep of Lemarchand,Mage,5,Druid,4,Ranger,5,Fighter,5,Snake Pit,Snake Pit,Orcs,Wolves,Snake Pit,Wolves,Orcs,Wolves,Orc Warlord,,,,9,9,1,,1,5,5,1,5,5,1,5,5,0,0,0,1,4,4,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0
Timeless Temple of Riverfell,Fighter,1,Druid,2,Druid,3,Ranger,2,Ghosts,Snake Pit,Skeletons,Lever Puzzle Room,Skeletons,,,,,,,,5,5,1,,1,1,1,1,2,2,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0
Undead Sepulcher of Galoron,Ranger,1,Druid,1,Fighter,1,Druid,2,Skeletons,Boulder Trap,Ghosts,,,,,,,,,,3,3,1,,1,1,1,1,1,1,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Dread Cave of Icemarch,Mage,4,Ranger,6,Cleric,6,Fighter,6,Wolves,Snake Pit,Wolves,Snake Pit,Wolves,Dragon,,,,,,,6,6,1,,1,6,6,1,6,6,1,4,4,1,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
Orc Fort of Darkflight Pass,Fighter,4,Druid,5,Mage,6,Cleric,6,Cursed Altar,Cursed Altar,Cursed Altar,Orcs,Orc Shaman,Wolves,Orcs,Wolves,Orc Warlord,,,,9,9,1,,1,4,4,0,0,0,1,6,6,1,6,6,1,5,5,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0
Orc Tower of Azmar,Cleric,5,Rogue,4,Mage,3,Fighter,4,Orcs,Orcs,Orcs,Wolves,Snake Pit,Snake Pit,Orc Warlord,,,,,,7,6,0,Orc Warlord,1,4,4,0,0,0,1,3,3,1,5,5,0,0,0,1,4,4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Lost Dungeon of Calantha,Mage,1,Druid,2,Ranger,2,Cleric,1,Snake Pit,Snake Pit,Zombies,Cursed Altar,,,,,,,,,4,4,1,,0,0,0,1,2,2,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
Dread Den of Lakeshore,Ranger,3,Ranger,3,Ranger,3,Mage,5,Skeletons,Snake Pit,Skeletons,Dragon,,,,,,,,,4,3,0,Dragon,0,0,0,3,9,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
Old Lair of Riverfell,Ranger,3,Ranger,3,Rogue,4,Mage,2,Skeletons,Skeletons,Boulder Trap,Zombies,Lich,,,,,,,,5,5,1,,0,0,0,2,6,3,1,2,2,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0
Nightmare Cave of Lemarchand,Ranger,5,Rogue,4,Rogue,5,Druid,5,Orcs,Lever Puzzle Room,Orcs,Poison Needle Trap,Orcs,Boulder Trap,Basilisk,,,,,,7,7,1,,0,0,0,1,5,5,0,0,0,0,0,0,1,5,5,2,9,5,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Abandoned Dungeon of Calantha,Ranger,2,Cleric,1,Rogue,3,Cleric,2,Riddle Door,Snake Pit,Poison Needle Trap,Ghosts,,,,,,,,,4,4,1,,0,0,0,1,2,2,0,0,0,2,3,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Forgotten Treasure of Khaz-Gorond,Druid,2,Druid,3,Mage,3,Fighter,2,Boulder Trap,Riddle Door,Snake Pit,Cursed Altar,Riddle Door,Poison Needle Trap,Zombies,,,,,,7,7,1,,1,2,2,0,0,0,1,3,3,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1
Undead Ziggurat of Almadris,Ranger,5,Druid,5,Cleric,6,Rogue,5,Skeletons,Skeletons,Ghosts,Cursed Altar,Zombies,Ghosts,Cursed Altar,Skeletons,Cursed Altar,Zombies,,,10,10,1,,0,0,0,1,5,5,0,0,0,1,6,6,1,5,5,1,5,5,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,3,0,0
Orc Warcamp of Almadris,Fighter,2,Mage,2,Rogue,3,Druid,2,Cursed Altar,Orcs,Orcs,Orc Shaman,,,,,,,,,4,4,1,,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,1,3,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Timeless Temple of Riverfell,Rogue,6,Druid,4,Mage,3,Cleric,4,Basilisk,Riddle Door,Poison Needle Trap,Basilisk,Snake Pit,,,,,,,,5,5,1,,0,0,0,0,0,0,1,3,3,1,4,4,1,4,4,1,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1
Forgotten Treasure of Icemarch,Cleric,5,Rogue,5,Fighter,3,Druid,5,Wolves,Snake Pit,Wolves,Orcs,Boulder Trap,Wolves,Snake Pit,Poison Needle Trap,,,,,8,8,1,,1,3,3,0,0,0,0,0,0,1,5,5,1,5,5,1,5,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1
Undead Ziggurat of Riverfell,Cleric,2,Rogue,4,Druid,3,Ranger,1,Poison Needle Trap,Skeletons,Ghosts,Ghosts,,,,,,,,,4,4,1,,0,0,0,1,1,1,0,0,0,1,2,2,1,3,3,1,4,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1
Dread Cave of Lemarchand,Cleric,3,Mage,2,Druid,4,Fighter,3,Cursed Altar,Zombies,Skeletons,Lever Puzzle Room,Zombies,Basilisk,,,,,,,6,6,1,,1,3,3,0,0,0,1,2,2,1,3,3,1,4,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0
Dread Lair of Lemarchand,Ranger,6,Fighter,5,Mage,7,Cleric,5,Wolves,Snake Pit,Boulder Trap,Boulder Trap,Wolves,Orcs,Dragon,,,,,,7,7,1,,1,5,5,1,6,6,1,7,7,1,5,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0
Nightmare Den of Khaz-Gorond,Cleric,2,Fighter,3,Mage,3,Mage,4,Zombies,Skeletons,Riddle Door,Snake Pit,Basilisk,,,,,,,,5,5,1,,1,3,3,0,0,0,2,7,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
Abandoned Dungeon of Stormwind,Druid,3,Rogue,4,Mage,4,Rogue,5,Snake Pit,Wolves,Ghosts,Cursed Altar,Riddle Door,Zombies,Poison Needle Trap,,,,,,7,7,1,,0,0,0,0,0,0,1,4,4,0,0,0,1,3,3,2,9,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
Timeless Temple of Calantha,Fighter,2,Cleric,3,Fighter,1,Druid,2,Cursed Altar,Snake Pit,Snake Pit,Poison Needle Trap,Skeletons,,,,,,,,5,5,1,,2,3,2,0,0,0,0,0,0,1,3,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
Goblin Warrens of Stormwind,Fighter,1,Ranger,3,Rogue,3,Mage,2,Boulder Trap,Goblins,Boulder Trap,Goblins,Goblins,Goblin Chieftain,,,,,,,6,5,0,Goblin Chieftain,1,1,1,1,3,3,1,2,2,0,0,0,0,0,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Sunken Lair of Stormwind,Cleric,4,Druid,4,Cleric,4,Fighter,3,Skeletons,Boulder Trap,Riddle Door,Zombies,Skeletons,Basilisk,,,,,,,6,6,1,,1,3,3,0,0,0,0,0,0,2,8,4,1,4,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0
Old Lair of Stonefell Peak,Cleric,2,Druid,3,Druid,2,Ranger,3,Boulder Trap,Wolves,Poison Needle Trap,Basilisk,,,,,,,,,4,4,1,,0,0,0,1,3,3,0,0,0,1,2,2,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Ancient Tomb of Darkflight Pass,Fighter,3,Ranger,4,Cleric,4,Mage,3,Skeletons,Skeletons,Riddle Door,Poison Needle Trap,Zombies,Cursed Altar,Lich,,,,,,7,7,1,,1,3,3,1,4,4,1,3,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,1
Undead Mausoleum of Sintharion,Mage,1,Cleric,1,Druid,2,Mage,2,Zombies,Cursed Altar,Ghosts,,,,,,,,,,3,3,1,,0,0,0,0,0,0,2,3,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Undead Ziggurat of Galoron,Mage,5,Fighter,4,Rogue,7,Fighter,5,Skeletons,Ghosts,Ghosts,Poison Needle Trap,Poison Needle Trap,Skeletons,Lich,,,,,,7,7,1,,2,9,5,0,0,0,1,5,5,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,2
Timeless Treasure of Lakeshore,Druid,3,Mage,4,Ranger,3,Rogue,5,Lever Puzzle Room,Riddle Door,Basilisk,Snake Pit,Snake Pit,Snake Pit,,,,,,,6,6,1,,0,0,0,1,3,3,1,4,4,0,0,0,1,3,3,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0
